NO.377 0,0,351.425,0,0,0,-5839.06,0,0
NO.378 0,0,352.81,0,0,0,-5830.63,0,0
NO.379 0,0,353.599,0,0,0,-5822.19,0,0
NO.380 0,0,351.677,0,0,0,0,0,0
NO.381 0,0,353.851,0,0,0,-5834.85,0,0
NO.382 0,0,352.615,0,0,0,-5847.5,0,0
NO.383 0,0,352.466,0,0,0,-5893.34,0,0
NO.384 0,0,353.862,0,0,0,-5985.69,0,0
NO.385 0,0,353.84,0,0,0,-5870.37,0,0
NO.386 0,0,354.183,0,0,0,-5760.68,0,0
NO.387 0,0,354.503,0,0,0,-5882.56,0,0
NO.388 0,0,354.412,0,0,0,-5903.66,0,0
NO.389 0,0,354.915,0,0,0,-5971.16,0,0
NO.390 0,0,355.522,0,0,0,-5943.96,0,0
NO.391 0,0,355.556,0,0,0,-5845.06,0,0
NO.392 0,0,355.453,0,0,0,-5874.59,0,0
NO.393 0,0,354.801,0,0,0,-5960.84,0,0
NO.394 0,0,355.453,0,0,0,-5811.31,0,0
NO.395 0,0,354.343,0,0,0,-5884.91,0,0
NO.396 0,0,355.774,0,0,0,-5994.12,0,0
NO.397 0,0,355.716,0,0,0,-5996.47,0,0
NO.398 0,0,355.533,0,0,0,-5891,0,0
NO.399 0,0,358.337,0,0,0,-5988.03,0,0
NO.400 0,0,358.669,0,0,0,-5937.41,0,0
NO.401 0,0,361.324,0,0,0,-5992.25,0,0
NO.402 0,0,364.162,0,0,0,-5813.18,0,0
NO.403 0,0,364.38,0,0,0,-5815.53,0,0
NO.404 0,0,364.998,0,0,0,-5878.81,0,0
NO.405 0,0,365.364,0,0,0,-5798.65,0,0
NO.406 0,0,364.174,0,0,0,-5901.78,0,0
NO.407 0,0,367.16,0,0,0,-5979.59,0,0
NO.408 0,0,365.615,0,0,0,-5779.9,0,0
NO.409 0,0,363.636,0,0,0,-5866.15,0,0
NO.410 0,0,364.368,0,0,0,-5819.74,0,0
NO.411 0,0,364.62,0,0,0,-5928.97,0,0
NO.412 0,0,363.75,0,0,0,-5763.02,0,0
NO.413 0,0,364.505,0,0,0,-5807.09,0,0
NO.414 0,0,361.347,0,0,0,-5918.19,0,0
NO.415 0,0,362.606,0,0,0,-5767.24,0,0
NO.416 0,0,361.805,0,0,0,-5802.87,0,0
NO.417 0,0,362.491,0,0,0,-5912.09,0,0
NO.418 0,0,362.331,0,0,0,-5950.06,0,0
NO.419 0,0,361.404,0,0,0,-5790.21,0,0
NO.420 0,0,361.473,0,0,0,-5857.71,0,0
NO.421 0,0,361.427,0,0,0,-5983.81,0,0
NO.422 0,0,361.759,0,0,0,-5975.38,0,0
NO.423 0,0,360.901,0,0,0,-5861.93,0,0
NO.424 0,0,359.756,0,0,0,-5962.72,0,0
NO.425 0,0,360.214,0,0,0,-5966.94,0,0
NO.426 0,0,358.6,0,0,0,-5969.28,0,0
NO.427 0,0,359.676,0,0,0,-5864.28,0,0
NO.428 0,0,359.207,0,0,0,-5853.49,0,0
NO.429 0,0,359.779,0,0,0,-5855.84,0,0
NO.430 0,0,358.818,0,0,0,-5794.43,0,0
NO.431 0,0,358.406,0,0,0,-5777.56,0,0
NO.432 0,0,357.364,0,0,0,-5796.78,0,0
NO.433 0,0,356.3,0,0,0,-5786,0,0
NO.434 0,0,356.128,0,0,0,-5926.63,0,0
NO.435 0,0,355.957,0,0,0,-5920.53,0,0
NO.436 0,0,354.194,0,0,0,-5958.5,0,0
NO.437 0,0,354.332,0,0,0,-5788.34,0,0
NO.438 0,0,353.267,0,0,0,-5924.75,0,0
NO.439 0,0,351.814,0,0,0,-5916.31,0,0
NO.440 0,0,353.794,0,0,0,-5769.12,0,0
NO.441 0,0,351.333,0,0,0,-5907.88,0,0
NO.442 0,0,350.155,0,0,0,-5952.4,0,0
NO.443 0,0,350.235,0,0,0,-5895.22,0,0
NO.444 0,0,348.667,0,0,0,-5899.44,0,0
NO.445 0,0,349.64,0,0,0,-5771.46,0,0
NO.446 0,0,346.836,0,0,0,-5941.62,0,0
NO.447 0,0,347.74,0,0,0,-5838.96,0,0
NO.448 0,0,346.538,0,0,0,0,0,0
NO.449 0,0,345.76,0,0,0,-5822.09,0,0
NO.450 0,0,344.959,0,0,0,-5836.62,0,0
NO.451 0,0,343.734,0,0,0,-5828.18,0,0
NO.452 0,0,342.865,0,0,0,-5830.53,0,0
NO.453 0,0,342.624,0,0,0,-5834.75,0,0
NO.454 0,0,340.027,0,0,0,-5847.4,0,0
NO.455 0,0,339.706,0,0,0,-5966.93,0,0
NO.456 0,0,337.875,0,0,0,-5971.15,0,0
NO.457 0,0,336.136,0,0,0,-5988.03,0,0
NO.458 0,0,336.067,0,0,0,-5941.6,0,0
NO.459 0,0,335.094,0,0,0,-5779.88,0,0
NO.460 0,0,333.915,0,0,0,-5870.35,0,0
NO.461 0,0,332.565,0,0,0,-5893.34,0,0
NO.462 0,0,331.569,0,0,0,-5996.46,0,0
NO.463 0,0,330.688,0,0,0,-5878.79,0,0
NO.464 0,0,328.491,0,0,0,-5899.43,0,0
NO.465 0,0,328.834,0,0,0,-5943.95,0,0
NO.466 0,0,328.136,0,0,0,-5979.59,0,0
NO.467 0,0,326.969,0,0,0,-5928.97,0,0
NO.468 0,0,326.156,0,0,0,-5855.82,0,0
NO.469 0,0,325.218,0,0,0,-5767.23,0,0
NO.470 0,0,322.975,0,0,0,-5857.69,0,0
NO.471 0,0,322.002,0,0,0,-5760.66,0,0
NO.472 0,0,320.514,0,0,0,-5882.56,0,0
NO.473 0,0,318.981,0,0,0,-5903.65,0,0
NO.474 0,0,318.191,0,0,0,-5975.37,0,0
NO.475 0,0,317.23,0,0,0,-5813.16,0,0
NO.476 0,0,315.994,0,0,0,-5845.04,0,0
NO.477 0,0,316.429,0,0,0,-5874.57,0,0
NO.478 0,0,315.983,0,0,0,-5960.82,0,0
